bug,file,score
bug_report_18.json,ivlpp_main.c,0.09439844638452263
bug_report_18.json,vvp_sfunc.h,0.09381629135433775
bug_report_18.json,tgt-vhdl_vhdl_syntax.cc,0.09303465579821907
bug_report_18.json,vvp_resolv.cc,0.09151966262829589
bug_report_18.json,vvp_substitute.cc,0.08801958959752348
bug_report_18.json,driver_main.c,0.08739605992445443
bug_report_18.json,vvp_concat.h,0.085297499408187
bug_report_18.json,elab_expr.cc,0.08505856771241818
bug_report_18.json,tgt-sizer_sizer.cc,0.08503694455182473
bug_report_18.json,libveriuser_a_handle_object.c,0.08483183934629922
bug_report_18.json,vpi_br_gh1041.c,0.08250017188714308
bug_report_18.json,vvp_vpi_callback.cc,0.08004316140052409
bug_report_18.json,vhdlpp_library.cc,0.07995014485200105
bug_report_18.json,vpi_table_mod.h,0.07831191826023189
bug_report_18.json,vvp_words.cc,0.0776915160594337
bug_report_18.json,tgt-fpga_mangle.c,0.07761489016813868
bug_report_19.json,tgt-null_null.c,0.6418875314481922
bug_report_19.json,tgt-pcb_pcb.cc,0.5916074912241701
bug_report_19.json,tgt-vhdl_vhdl.cc,0.5019088379821902
bug_report_19.json,vvp_main.cc,0.49142731197105755
bug_report_19.json,vhdlpp_main.cc,0.37965501548378383
bug_report_19.json,tgt-vvp_vvp.c,0.3266563550095902
bug_report_19.json,tgt-vlog95_vlog95.c,0.2999628312810604
bug_report_19.json,tgt-blif_blif.cc,0.2949456808377232
bug_report_19.json,ivlpp_main.c,0.22268193103113806
bug_report_19.json,tgt-sizer_sizer.cc,0.19571451307308688
bug_report_19.json,main.cc,0.13834491943931904
bug_report_19.json,vvp_stop.cc,0.10139734140848651
bug_report_19.json,driver_main.c,0.09952946634763207
bug_report_19.json,tgt-vhdl_state.cc,0.08940010544267085
bug_report_19.json,vhdlpp_scope.cc,0.08287783231317469
bug_report_19.json,vhdlpp_vtype.cc,0.08130254318758631
bug_report_19.json,tgt-vhdl_vhdl_syntax.cc,0.07889120108126696
bug_report_19.json,elaborate.cc,0.07826323671517013
bug_report_19.json,net_scope.cc,0.07700460713566615
bug_report_19.json,Module.cc,0.07643750868103574
bug_report_19.json,vhdlpp_package.cc,0.0738409826961302
bug_report_19.json,vhdlpp_expression.cc,0.07034693971097253
bug_report_19.json,vvp_vpi_modules.cc,0.06950193828996226
bug_report_19.json,vhdlpp_architec.cc,0.06938249635949807
bug_report_19.json,vhdlpp_subprogram.cc,0.06790468427400956
bug_report_19.json,vhdlpp_architec_emit.cc,0.06744538576806812
bug_report_19.json,elab_sig.cc,0.06617152653256021
bug_report_19.json,pform.cc,0.06590083739646409
bug_report_19.json,tgt-vhdl_vhdl_element.cc,0.0647538296193509
bug_report_19.json,vhdlpp_subprogram_emit.cc,0.06390960321056731
bug_report_2.json,tgt-null_null.c,0.28383476644028527
bug_report_2.json,tgt-pcb_pcb.cc,0.2585055475014496
bug_report_2.json,tgt-vhdl_vhdl.cc,0.23285810976094595
bug_report_2.json,vvp_main.cc,0.20930406104874108
bug_report_2.json,vhdlpp_main.cc,0.16961514945077028
bug_report_2.json,tgt-vvp_vvp.c,0.15849284360674504
bug_report_2.json,tgt-vlog95_vlog95.c,0.14480230801319172
bug_report_2.json,tgt-blif_blif.cc,0.12667001689558993
bug_report_2.json,vvp_stop.cc,0.1049796817957474
bug_report_2.json,tgt-sizer_sizer.cc,0.10398418242290217
bug_report_2.json,ivlpp_main.c,0.10207770434873974
bug_report_2.json,vhdlpp_vtype_match.cc,0.09050872345595751
bug_report_2.json,elab_lval.cc,0.07997191791612147
bug_report_2.json,net_link.cc,0.07782995127841537
bug_report_2.json,elaborate.cc,0.07400343229632442
bug_report_2.json,vpi_br_gh1041.c,0.07302562677214147
bug_report_2.json,netstruct.cc,0.0728737175707208
bug_report_2.json,nettypes.h,0.07109084651368038
bug_report_2.json,elab_expr.cc,0.07025746564167981
bug_report_2.json,netdarray.cc,0.06944927096565431
bug_report_2.json,elab_net.cc,0.0669662700161374
bug_report_2.json,vvp_vpi_modules.cc,0.06617613138606222
bug_report_2.json,vvp_vpi_time.cc,0.06562499291370444
bug_report_2.json,net_scope.cc,0.06498350173330861
bug_report_2.json,vvp_vvp_object.h,0.06490656932883364
bug_report_2.json,main.cc,0.06463293074462842
bug_report_2.json,vvp_vvp_darray.cc,0.06273977110392749
bug_report_2.json,vvp_vvp_net.cc,0.06056684278492445
bug_report_2.json,netparray.cc,0.0602095532813874
bug_report_2.json,vvp_vpi_const.cc,0.058338118773082384
bug_report_20.json,tgt-null_null.c,0.2892127097550212
bug_report_20.json,tgt-pcb_pcb.cc,0.2647100837961377
bug_report_20.json,tgt-vhdl_vhdl.cc,0.22628567695085985
bug_report_20.json,vvp_main.cc,0.2212973058116106
bug_report_20.json,tgt-vvp_vvp.c,0.15627084718023135
bug_report_20.json,vhdlpp_main.cc,0.15263324333230535
bug_report_20.json,tgt-vlog95_vlog95.c,0.13426481608117005
bug_report_20.json,tgt-blif_blif.cc,0.1270070992709848
bug_report_20.json,vvp_stop.cc,0.11101485284444397
bug_report_20.json,ivlpp_main.c,0.09850278403903759
bug_report_20.json,elab_scope.cc,0.08781358632630917
bug_report_20.json,PNamedItem.h,0.08459228867977955
bug_report_20.json,tgt-sizer_sizer.cc,0.07975559563675783
bug_report_20.json,tgt-vhdl_vhdl_syntax.cc,0.07009402410773247
bug_report_20.json,elaborate.cc,0.06913324515092682
bug_report_20.json,elab_expr.cc,0.0651566669306991
bug_report_20.json,main.cc,0.05792926136901202
bug_report_20.json,PNamedItem.cc,0.05772434278004432
bug_report_20.json,elaborate_analog.cc,0.05576773331354215
bug_report_20.json,driver_main.c,0.05283016625674416
bug_report_20.json,pform.cc,0.05273124217063844
bug_report_20.json,elab_net.cc,0.050409107707394055
bug_report_20.json,vvp_vpi_modules.cc,0.05030982244688398
bug_report_20.json,net_scope.cc,0.04721155985657908
bug_report_20.json,target.cc,0.047147890256513135
bug_report_20.json,tgt-vhdl_vhdl_element.cc,0.04568122324480752
bug_report_20.json,Module.cc,0.04564183522977681
bug_report_20.json,vhdlpp_architec.cc,0.04463985721224899
bug_report_20.json,vpi_sys_readmem.c,0.044293700502271494
bug_report_20.json,tgt-vhdl_cast.cc,0.04289948407142284
bug_report_21.json,tgt-null_null.c,0.20501308017374203
bug_report_21.json,vvp_main.cc,0.20432179390864666
bug_report_21.json,tgt-pcb_pcb.cc,0.18274655568473466
bug_report_21.json,tgt-vhdl_vhdl.cc,0.15717148701260517
bug_report_21.json,tgt-vhdl_vhdl_syntax.cc,0.1346897496366777
bug_report_21.json,Module.cc,0.11696928991496283
bug_report_21.json,tgt-vvp_vvp.c,0.10814929940820404
bug_report_21.json,vhdlpp_main.cc,0.10004804256323284
bug_report_21.json,vvp_stop.cc,0.0991109717019222
bug_report_21.json,tgt-vlog95_vlog95.c,0.09244390201508088
bug_report_21.json,tgt-blif_blif.cc,0.08660170735309501
bug_report_21.json,elaborate_analog.cc,0.0854477224841207
bug_report_21.json,ivl_alloc.h,0.08402666114177748
bug_report_21.json,pform_dump.cc,0.08358694732976198
bug_report_21.json,vhdlpp_entity_emit.cc,0.0807543843667967
bug_report_21.json,vhdlpp_architec_emit.cc,0.07384844206686952
bug_report_21.json,cadpli_cadpli.c,0.07296708482971268
bug_report_21.json,ivlpp_main.c,0.07295224762049062
bug_report_21.json,tgt-vhdl_vhdl_element.cc,0.07189943509713446
bug_report_21.json,tgt-sizer_sizer.cc,0.07151634992903606
bug_report_21.json,main.cc,0.07094206212914286
bug_report_21.json,vhdlpp_debug.cc,0.07037369866433378
bug_report_21.json,vvp_vpi_modules.cc,0.07018867855377832
bug_report_21.json,vpi_br_gh1037.c,0.06900921494049375
bug_report_21.json,vhdlpp_subprogram_emit.cc,0.06791419401463375
bug_report_21.json,tgt-vhdl_support.cc,0.0649932883298257
bug_report_21.json,vhdlpp_sequential_emit.cc,0.06358591910808101
bug_report_21.json,Module.h,0.06187376166207512
bug_report_21.json,elab_sig.cc,0.059421311542516696
bug_report_21.json,elab_expr.cc,0.05912117867514016
bug_report_22.json,tgt-null_null.c,0.15159122324251267
bug_report_22.json,tgt-pcb_pcb.cc,0.13899054070328987
bug_report_22.json,tgt-vhdl_vhdl.cc,0.12627206756364706
bug_report_22.json,vvp_main.cc,0.12165214090466167
bug_report_22.json,version_base.h,0.10478253272228442
bug_report_22.json,tgt-vhdl_vhdl_syntax.cc,0.09825560156087836
bug_report_22.json,vhdlpp_main.cc,0.08659170005890972
bug_report_22.json,tgt-vvp_vvp.c,0.08023294844391117
bug_report_22.json,tgt-vlog95_vlog95.c,0.08022276458307838
bug_report_22.json,vvp_vpi_time.cc,0.0801015254504802
bug_report_22.json,tgt-blif_blif.cc,0.06969367055903321
bug_report_22.json,vvp_vpi_const.cc,0.06264578908424331
bug_report_22.json,tgt-vvp_draw_delay.c,0.05992355710223832
bug_report_22.json,ivlpp_main.c,0.05830931471774661
bug_report_22.json,libveriuser_a_version.c,0.05684968889189044
bug_report_22.json,libveriuser_a_product_version.c,0.05684968889189044
